Time (s),Angle1,Angle2,End Effector X,End Effector Y
0.444,1,1,0.186233203981496,2.62615261745037
0.445,1,1,0.186233203981496,2.62615261745037
0.446,1,1,0.186233203981496,2.62615261745037
0.447,1,1,0.186233203981496,2.62615261745037
0.448,1,1,0.186233203981496,2.62615261745037
0.449,1,1,0.186233203981496,2.62615261745037
0.45,1,1,0.186233203981496,2.62615261745037
0.451,1,1,0.186233203981496,2.62615261745037
0.452,1,1,0.186233203981496,2.62615261745037
0.453,1,1,0.186233203981496,2.62615261745037
0.454,1,1,0.186233203981496,2.62615261745037
0.455,1,1,0.186233203981496,2.62615261745037
0.456,1,1,0.186233203981496,2.62615261745037
0.457,1,1,0.186233203981496,2.62615261745037
0.458,1,1,0.186233203981496,2.62615261745037
0.459,1,1,0.186233203981496,2.62615261745037
0.46,1,1,0.186233203981496,2.62615261745037
0.461,1,1,0.186233203981496,2.62615261745037
0.462,1,1,0.186233203981496,2.62615261745037
0.463,1,1,0.186233203981496,2.62615261745037
0.464,1,1,0.186233203981496,2.62615261745037
0.465,1,1,0.186233203981496,2.62615261745037
0.466,1,1,0.186233203981496,2.62615261745037
0.467,1,1,0.186233203981496,2.62615261745037
0.468,1,1,0.186233203981496,2.62615261745037
0.469,1,1,0.186233203981496,2.62615261745037
0.47,1,1,0.186233203981496,2.62615261745037
0.471,1,1,0.186233203981496,2.62615261745037
0.472,1,1,0.186233203981496,2.62615261745037
0.473,1,1,0.186233203981496,2.62615261745037
0.474,1,1,0.186233203981496,2.62615261745037
0.475,1,1,0.186233203981496,2.62615261745037
0.476,1,1,0.186233203981496,2.62615261745037
0.477,1,1,0.186233203981496,2.62615261745037
0.478,1,1,0.186233203981496,2.62615261745037
0.479,1,1,0.186233203981496,2.62615261745037
0.48,1,1,0.186233203981496,2.62615261745037
0.481,1,1,0.186233203981496,2.62615261745037
0.482,1,1,0.186233203981496,2.62615261745037
0.483,1,1,0.186233203981496,2.62615261745037
0.484,1,1,0.186233203981496,2.62615261745037
0.485,1,1,0.186233203981496,2.62615261745037
0.486,1,1,0.186233203981496,2.62615261745037
0.487,1,1,0.186233203981496,2.62615261745037
0.488,1,1,0.186233203981496,2.62615261745037
0.489,1,1,0.186233203981496,2.62615261745037
0.49,1,1,0.186233203981496,2.62615261745037
0.491,1,1,0.186233203981496,2.62615261745037
0.492,1,1,0.186233203981496,2.62615261745037
0.493,1,1,0.186233203981496,2.62615261745037
0.494,1,1,0.186233203981496,2.62615261745037
0.495,1,1,0.186233203981496,2.62615261745037
0.496,1,1,0.186233203981496,2.62615261745037
0.497,1,1,0.186233203981496,2.62615261745037
0.498,1,1,0.186233203981496,2.62615261745037
0.499,1,1,0.186233203981496,2.62615261745037
0.5,1,1,0.186233203981496,2.62615261745037
0.501,1,1,0.186233203981496,2.62615261745037
0.502,1,1,0.186233203981496,2.62615261745037
0.503,1,1,0.186233203981496,2.62615261745037
0.504,1,1,0.186233203981496,2.62615261745037
0.505,1,1,0.186233203981496,2.62615261745037
0.506,1,1,0.186233203981496,2.62615261745037
0.507,1,1,0.186233203981496,2.62615261745037
0.508,1,1,0.186233203981496,2.62615261745037
0.509,1,1,0.186233203981496,2.62615261745037
0.51,1,1,0.186233203981496,2.62615261745037
0.511,1,1,0.186233203981496,2.62615261745037
0.512,1,1,0.186233203981496,2.62615261745037
0.513,1,1,0.186233203981496,2.62615261745037
0.514,1,1,0.186233203981496,2.62615261745037
0.515,1,1,0.186233203981496,2.62615261745037
0.516,1,1,0.186233203981496,2.62615261745037
0.517,1,1,0.186233203981496,2.62615261745037
0.518,1,1,0.186233203981496,2.62615261745037
0.519,1,1,0.186233203981496,2.62615261745037
0.52,1,1,0.186233203981496,2.62615261745037
0.521,1,1,0.186233203981496,2.62615261745037
0.522,1,1,0.186233203981496,2.62615261745037
0.523,1,1,0.186233203981496,2.62615261745037
0.524,1,1,0.186233203981496,2.62615261745037
0.525,1,1,0.186233203981496,2.62615261745037
0.526,1,1,0.186233203981496,2.62615261745037
0.527,1,1,0.186233203981496,2.62615261745037
0.528,1,1,0.186233203981496,2.62615261745037
0.529,1,1,0.186233203981496,2.62615261745037
0.53,1,1,0.186233203981496,2.62615261745037
0.531,1,1,0.186233203981496,2.62615261745037
0.532,1,1,0.186233203981496,2.62615261745037
0.533,1,1,0.186233203981496,2.62615261745037
0.534,1,1,0.186233203981496,2.62615261745037
0.535,1,1,0.186233203981496,2.62615261745037
0.536,1,1,0.186233203981496,2.62615261745037
0.537,1,1,0.186233203981496,2.62615261745037
0.538,1,1,0.186233203981496,2.62615261745037
0.539,1,1,0.186233203981496,2.62615261745037
0.54,1,1,0.186233203981496,2.62615261745037
0.541,1,1,0.186233203981496,2.62615261745037
0.542,1,1,0.186233203981496,2.62615261745037
0.543,1,1,0.186233203981496,2.62615261745037
0.544,1,1,0.186233203981496,2.62615261745037
0.545,1,1,0.186233203981496,2.62615261745037
0.546,1,1,0.186233203981496,2.62615261745037
0.547,1,1,0.186233203981496,2.62615261745037
0.548,1,1,0.186233203981496,2.62615261745037
0.549,1,1,0.186233203981496,2.62615261745037
0.55,1,1,0.186233203981496,2.62615261745037
0.551,1,1,0.186233203981496,2.62615261745037
0.552,1,1,0.186233203981496,2.62615261745037
0.553,1,1,0.186233203981496,2.62615261745037
0.554,1,1,0.186233203981496,2.62615261745037
0.555,1,1,0.186233203981496,2.62615261745037
0.556,1,1,0.186233203981496,2.62615261745037
0.557,1,1,0.186233203981496,2.62615261745037
0.558,1,1,0.186233203981496,2.62615261745037
0.559,1,1,0.186233203981496,2.62615261745037
0.56,1,1,0.186233203981496,2.62615261745037
0.561,1,1,0.186233203981496,2.62615261745037
0.562,1,1,0.186233203981496,2.62615261745037
0.563,1,1,0.186233203981496,2.62615261745037
0.564,1,1,0.186233203981496,2.62615261745037
0.565,1,1,0.186233203981496,2.62615261745037
0.566,1,1,0.186233203981496,2.62615261745037
0.567,1,1,0.186233203981496,2.62615261745037
0.568,1,1,0.186233203981496,2.62615261745037
0.569,1,1,0.186233203981496,2.62615261745037
0.57,1,1,0.186233203981496,2.62615261745037
0.571,1,1,0.186233203981496,2.62615261745037
0.572,1,1,0.186233203981496,2.62615261745037
0.573,1,1,0.186233203981496,2.62615261745037
0.574,1,1,0.186233203981496,2.62615261745037
0.575,1,1,0.186233203981496,2.62615261745037
0.576,1,1,0.186233203981496,2.62615261745037
0.577,1,1,0.186233203981496,2.62615261745037
0.578,1,1,0.186233203981496,2.62615261745037
0.579,1,1,0.186233203981496,2.62615261745037
0.58,1,1,0.186233203981496,2.62615261745037
0.581,1,1,0.186233203981496,2.62615261745037
0.582,1,1,0.186233203981496,2.62615261745037
0.583,1,1,0.186233203981496,2.62615261745037
0.584,1,1,0.186233203981496,2.62615261745037
0.585,1,1,0.186233203981496,2.62615261745037
0.586,1,1,0.186233203981496,2.62615261745037
0.587,1,1,0.186233203981496,2.62615261745037
0.588,1,1,0.186233203981496,2.62615261745037
0.589,1,1,0.186233203981496,2.62615261745037
0.59,1,1,0.186233203981496,2.62615261745037
0.591,1,1,0.186233203981496,2.62615261745037
0.592,1,1,0.186233203981496,2.62615261745037
0.593,1,1,0.186233203981496,2.62615261745037
0.594,1,1,0.186233203981496,2.62615261745037
0.595,1,1,0.186233203981496,2.62615261745037
0.596,1,1,0.186233203981496,2.62615261745037
0.597,1,1,0.186233203981496,2.62615261745037
0.598,1,1,0.186233203981496,2.62615261745037
0.599,1,1,0.186233203981496,2.62615261745037
0.6,1,1,0.186233203981496,2.62615261745037
0.601,1,1,0.186233203981496,2.62615261745037
0.602,1,1,0.186233203981496,2.62615261745037
0.603,1,1,0.186233203981496,2.62615261745037
0.604,1,1,0.186233203981496,2.62615261745037
0.605,1,1,0.186233203981496,2.62615261745037
0.606,1,1,0.186233203981496,2.62615261745037
0.607,1,1,0.186233203981496,2.62615261745037
0.608,1,1,0.186233203981496,2.62615261745037
0.609,1,1,0.186233203981496,2.62615261745037
0.61,1,1,0.186233203981496,2.62615261745037
0.611,1,1,0.186233203981496,2.62615261745037
0.612,1,1,0.186233203981496,2.62615261745037
0.613,1,1,0.186233203981496,2.62615261745037
0.614,1,1,0.186233203981496,2.62615261745037
0.615,1,1,0.186233203981496,2.62615261745037
0.616,1,1,0.186233203981496,2.62615261745037
0.617,1,1,0.186233203981496,2.62615261745037
0.618,1,1,0.186233203981496,2.62615261745037
0.619,1,1,0.186233203981496,2.62615261745037
0.62,1,1,0.186233203981496,2.62615261745037
0.621,1,1,0.186233203981496,2.62615261745037
0.622,1,1,0.186233203981496,2.62615261745037
0.623,1,1,0.186233203981496,2.62615261745037
0.624,1,1,0.186233203981496,2.62615261745037
0.625,1,1,0.186233203981496,2.62615261745037
0.626,1,1,0.186233203981496,2.62615261745037
0.627,1,1,0.186233203981496,2.62615261745037
0.628,1,1,0.186233203981496,2.62615261745037
0.629,1,1,0.186233203981496,2.62615261745037
0.63,1,1,0.186233203981496,2.62615261745037
0.631,1,1,0.186233203981496,2.62615261745037
0.632,1,1,0.186233203981496,2.62615261745037
0.633,1,1,0.186233203981496,2.62615261745037
0.634,1,1,0.186233203981496,2.62615261745037
0.635,1,1,0.186233203981496,2.62615261745037
0.636,1,1,0.186233203981496,2.62615261745037
0.637,1,1,0.186233203981496,2.62615261745037
0.638,1,1,0.186233203981496,2.62615261745037
0.639,1,1,0.186233203981496,2.62615261745037
0.64,1,1,0.186233203981496,2.62615261745037
0.641,1,1,0.186233203981496,2.62615261745037
0.642,1,1,0.186233203981496,2.62615261745037
0.643,1,1,0.186233203981496,2.62615261745037
0.644,1,1,0.186233203981496,2.62615261745037
0.645,1,1,0.186233203981496,2.62615261745037
0.646,1,1,0.186233203981496,2.62615261745037
0.647,1,1,0.186233203981496,2.62615261745037
0.648,1,1,0.186233203981496,2.62615261745037
0.649,1,1,0.186233203981496,2.62615261745037
0.65,1,1,0.186233203981496,2.62615261745037
0.651,1,1,0.186233203981496,2.62615261745037
0.652,1,1,0.186233203981496,2.62615261745037
0.653,1,1,0.186233203981496,2.62615261745037
0.654,1,1,0.186233203981496,2.62615261745037
0.655,1,1,0.186233203981496,2.62615261745037
0.656,1,1,0.186233203981496,2.62615261745037
0.657,1,1,0.186233203981496,2.62615261745037
0.658,1,1,0.186233203981496,2.62615261745037
0.659,1,1,0.186233203981496,2.62615261745037
0.66,1,1,0.186233203981496,2.62615261745037
0.661,1,1,0.186233203981496,2.62615261745037
0.662,1,1,0.186233203981496,2.62615261745037
0.663,1,1,0.186233203981496,2.62615261745037
0.664,1,1,0.186233203981496,2.62615261745037
0.665,1,1,0.186233203981496,2.62615261745037
0.666,1,1,0.186233203981496,2.62615261745037
0.667,1,1,0.186233203981496,2.62615261745037
0.668,1,1,0.186233203981496,2.62615261745037
0.669,1,1,0.186233203981496,2.62615261745037
0.67,1,1,0.186233203981496,2.62615261745037
0.671,1,1,0.186233203981496,2.62615261745037
0.672,1,1,0.186233203981496,2.62615261745037
0.673,1,1,0.186233203981496,2.62615261745037
0.674,1,1,0.186233203981496,2.62615261745037
0.675,1,1,0.186233203981496,2.62615261745037
0.676,1,1,0.186233203981496,2.62615261745037
0.677,1,1,0.186233203981496,2.62615261745037
0.678,1,1,0.186233203981496,2.62615261745037
0.679,1,1,0.186233203981496,2.62615261745037
0.68,1,1,0.186233203981496,2.62615261745037
0.681,1,1,0.186233203981496,2.62615261745037
0.682,1,1,0.186233203981496,2.62615261745037
0.683,1,1,0.186233203981496,2.62615261745037
0.684,1,1,0.186233203981496,2.62615261745037
0.685,1,1,0.186233203981496,2.62615261745037
0.686,1,1,0.186233203981496,2.62615261745037
0.687,1,1,0.186233203981496,2.62615261745037
0.688,1,1,0.186233203981496,2.62615261745037
0.689,1,1,0.186233203981496,2.62615261745037
0.69,1,1,0.186233203981496,2.62615261745037
0.691,1,1,0.186233203981496,2.62615261745037
0.692,1,1,0.186233203981496,2.62615261745037
0.693,1,1,0.186233203981496,2.62615261745037
0.694,1,1,0.186233203981496,2.62615261745037
0.695,1,1,0.186233203981496,2.62615261745037
0.696,1,1,0.186233203981496,2.62615261745037
0.697,1,1,0.186233203981496,2.62615261745037
0.698,1,1,0.186233203981496,2.62615261745037
0.699,1,1,0.186233203981496,2.62615261745037
0.7,1,1,0.186233203981496,2.62615261745037
0.701,1,1,0.186233203981496,2.62615261745037
0.702,1,1,0.186233203981496,2.62615261745037
0.703,1,1,0.186233203981496,2.62615261745037
0.704,1,1,0.186233203981496,2.62615261745037
0.705,1,1,0.186233203981496,2.62615261745037
0.706,1,1,0.186233203981496,2.62615261745037
0.707,1,1,0.186233203981496,2.62615261745037
0.708,1,1,0.186233203981496,2.62615261745037
0.709,1,1,0.186233203981496,2.62615261745037
0.71,1,1,0.186233203981496,2.62615261745037
0.711,1,1,0.186233203981496,2.62615261745037
0.712,1,1,0.186233203981496,2.62615261745037
0.713,1,1,0.186233203981496,2.62615261745037
0.714,1,1,0.186233203981496,2.62615261745037
0.715,1,1,0.186233203981496,2.62615261745037
0.716,1,1,0.186233203981496,2.62615261745037
0.717,1,1,0.186233203981496,2.62615261745037
0.718,1,1,0.186233203981496,2.62615261745037
0.719,1,1,0.186233203981496,2.62615261745037
0.72,1,1,0.186233203981496,2.62615261745037
0.721,1,1,0.186233203981496,2.62615261745037
0.722,1,1,0.186233203981496,2.62615261745037
0.723,1,1,0.186233203981496,2.62615261745037
0.724,1,1,0.186233203981496,2.62615261745037
0.725,1,1,0.186233203981496,2.62615261745037
0.726,1,1,0.186233203981496,2.62615261745037
0.727,1,1,0.186233203981496,2.62615261745037
0.728,1,1,0.186233203981496,2.62615261745037
0.729,1,1,0.186233203981496,2.62615261745037
0.73,1,1,0.186233203981496,2.62615261745037
0.731,1,1,0.186233203981496,2.62615261745037
0.732,1,1,0.186233203981496,2.62615261745037
0.733,1,1,0.186233203981496,2.62615261745037
0.734,1,1,0.186233203981496,2.62615261745037
0.735,1,1,0.186233203981496,2.62615261745037
0.736,1,1,0.186233203981496,2.62615261745037
0.737,1,1,0.186233203981496,2.62615261745037
0.738,1,1,0.186233203981496,2.62615261745037
0.739,1,1,0.186233203981496,2.62615261745037
0.74,1,1,0.186233203981496,2.62615261745037
0.741,1,1,0.186233203981496,2.62615261745037
0.742,1,1,0.186233203981496,2.62615261745037
0.743,1,1,0.186233203981496,2.62615261745037
0.744,1,1,0.186233203981496,2.62615261745037
0.745,1,1,0.186233203981496,2.62615261745037
0.746,1,1,0.186233203981496,2.62615261745037
0.747,1,1,0.186233203981496,2.62615261745037
0.748,1,1,0.186233203981496,2.62615261745037
0.749,1,1,0.186233203981496,2.62615261745037
0.75,1,1,0.186233203981496,2.62615261745037
0.751,1,1,0.186233203981496,2.62615261745037
0.752,1,1,0.186233203981496,2.62615261745037
0.753,1,1,0.186233203981496,2.62615261745037
0.754,1,1,0.186233203981496,2.62615261745037
0.755,1,1,0.186233203981496,2.62615261745037
0.756,1,1,0.186233203981496,2.62615261745037
0.757,1,1,0.186233203981496,2.62615261745037
0.758,1,1,0.186233203981496,2.62615261745037
0.759,1,1,0.186233203981496,2.62615261745037
0.76,1,1,0.186233203981496,2.62615261745037
0.761,1,1,0.186233203981496,2.62615261745037
0.762,1,1,0.186233203981496,2.62615261745037
0.763,1,1,0.186233203981496,2.62615261745037
0.764,1,1,0.186233203981496,2.62615261745037
0.765,1,1,0.186233203981496,2.62615261745037
0.766,1,1,0.186233203981496,2.62615261745037
0.767,1,1,0.186233203981496,2.62615261745037
0.768,1,1,0.186233203981496,2.62615261745037
0.769,1,1,0.186233203981496,2.62615261745037
0.77,1,1,0.186233203981496,2.62615261745037
0.771,1,1,0.186233203981496,2.62615261745037
0.772,1,1,0.186233203981496,2.62615261745037
0.773,1,1,0.186233203981496,2.62615261745037
0.774,1,1,0.186233203981496,2.62615261745037
0.775,1,1,0.186233203981496,2.62615261745037
0.776,1,1,0.186233203981496,2.62615261745037
0.777,1,1,0.186233203981496,2.62615261745037
0.778,1,1,0.186233203981496,2.62615261745037
0.779,1,1,0.186233203981496,2.62615261745037
0.78,1,1,0.186233203981496,2.62615261745037
0.781,1,1,0.186233203981496,2.62615261745037
0.782,1,1,0.186233203981496,2.62615261745037
0.783,1,1,0.186233203981496,2.62615261745037
0.784,1,1,0.186233203981496,2.62615261745037
0.785,1,1,0.186233203981496,2.62615261745037
0.786,1,1,0.186233203981496,2.62615261745037
0.787,1,1,0.186233203981496,2.62615261745037
0.788,1,1,0.186233203981496,2.62615261745037
0.789,1,1,0.186233203981496,2.62615261745037
0.79,1,1,0.186233203981496,2.62615261745037
0.791,1,1,0.186233203981496,2.62615261745037
0.792,1,1,0.186233203981496,2.62615261745037
0.793,1,1,0.186233203981496,2.62615261745037
0.794,1,1,0.186233203981496,2.62615261745037
0.795,1,1,0.186233203981496,2.62615261745037
0.796,1,1,0.186233203981496,2.62615261745037
0.797,1,1,0.186233203981496,2.62615261745037
0.798,1,1,0.186233203981496,2.62615261745037
0.799,1,1,0.186233203981496,2.62615261745037
0.8,1,1,0.186233203981496,2.62615261745037
0.801,1,1,0.186233203981496,2.62615261745037
0.802,1,1,0.186233203981496,2.62615261745037
0.803,1,1,0.186233203981496,2.62615261745037
0.804,1,1,0.186233203981496,2.62615261745037
0.805,1,1,0.186233203981496,2.62615261745037
0.806,1,1,0.186233203981496,2.62615261745037
0.807,1,1,0.186233203981496,2.62615261745037
0.808,1,1,0.186233203981496,2.62615261745037
0.809,1,1,0.186233203981496,2.62615261745037
0.81,1,1,0.186233203981496,2.62615261745037
0.811,1,1,0.186233203981496,2.62615261745037
0.812,1,1,0.186233203981496,2.62615261745037
0.813,1,1,0.186233203981496,2.62615261745037
0.814,1,1,0.186233203981496,2.62615261745037
0.815,1,1,0.186233203981496,2.62615261745037
0.816,1,1,0.186233203981496,2.62615261745037
0.817,1,1,0.186233203981496,2.62615261745037
0.818,1,1,0.186233203981496,2.62615261745037
0.819,1,1,0.186233203981496,2.62615261745037
0.82,1,1,0.186233203981496,2.62615261745037
0.821,1,1,0.186233203981496,2.62615261745037
0.822,1,1,0.186233203981496,2.62615261745037
0.823,1,1,0.186233203981496,2.62615261745037
0.824,1,1,0.186233203981496,2.62615261745037
0.825,1,1,0.186233203981496,2.62615261745037
0.826,1,1,0.186233203981496,2.62615261745037
0.827,1,1,0.186233203981496,2.62615261745037
0.828,1,1,0.186233203981496,2.62615261745037
0.829,1,1,0.186233203981496,2.62615261745037
0.83,1,1,0.186233203981496,2.62615261745037
0.831,1,1,0.186233203981496,2.62615261745037
0.832,1,1,0.186233203981496,2.62615261745037
0.833,1,1,0.186233203981496,2.62615261745037
0.834,1,1,0.186233203981496,2.62615261745037
0.835,1,1,0.186233203981496,2.62615261745037
0.836,1,1,0.186233203981496,2.62615261745037
0.837,1,1,0.186233203981496,2.62615261745037
0.838,1,1,0.186233203981496,2.62615261745037
0.839,1,1,0.186233203981496,2.62615261745037
0.84,1,1,0.186233203981496,2.62615261745037
0.841,1,1,0.186233203981496,2.62615261745037
0.842,1,1,0.186233203981496,2.62615261745037
0.843,1,1,0.186233203981496,2.62615261745037
0.844,1,1,0.186233203981496,2.62615261745037
0.845,1,1,0.186233203981496,2.62615261745037
0.846,1,1,0.186233203981496,2.62615261745037
0.847,1,1,0.186233203981496,2.62615261745037
0.848,1,1,0.186233203981496,2.62615261745037
0.849,1,1,0.186233203981496,2.62615261745037
0.85,1,1,0.186233203981496,2.62615261745037
0.851,1,1,0.186233203981496,2.62615261745037
0.852,1,1,0.186233203981496,2.62615261745037
0.853,1,1,0.186233203981496,2.62615261745037
0.854,1,1,0.186233203981496,2.62615261745037
0.855,1,1,0.186233203981496,2.62615261745037
0.856,1,1,0.186233203981496,2.62615261745037
0.857,1,1,0.186233203981496,2.62615261745037
0.858,1,1,0.186233203981496,2.62615261745037
0.859,1,1,0.186233203981496,2.62615261745037
0.86,1,1,0.186233203981496,2.62615261745037
0.861,1,1,0.186233203981496,2.62615261745037
0.862,1,1,0.186233203981496,2.62615261745037
0.863,1,1,0.186233203981496,2.62615261745037
0.864,1,1,0.186233203981496,2.62615261745037
0.865,1,1,0.186233203981496,2.62615261745037
0.866,1,1,0.186233203981496,2.62615261745037
0.867,1,1,0.186233203981496,2.62615261745037
0.868,1,1,0.186233203981496,2.62615261745037
0.869,1,1,0.186233203981496,2.62615261745037
0.87,1,1,0.186233203981496,2.62615261745037
0.871,1,1,0.186233203981496,2.62615261745037
0.872,1,1,0.186233203981496,2.62615261745037
0.873,1,1,0.186233203981496,2.62615261745037
0.874,1,1,0.186233203981496,2.62615261745037
0.875,1,1,0.186233203981496,2.62615261745037
0.876,1,1,0.186233203981496,2.62615261745037
0.877,1,1,0.186233203981496,2.62615261745037
0.878,1,1,0.186233203981496,2.62615261745037
0.879,1,1,0.186233203981496,2.62615261745037
0.88,1,1,0.186233203981496,2.62615261745037
0.881,1,1,0.186233203981496,2.62615261745037
0.882,1,1,0.186233203981496,2.62615261745037
0.883,1,1,0.186233203981496,2.62615261745037
0.884,1,1,0.186233203981496,2.62615261745037
0.885,1,1,0.186233203981496,2.62615261745037
0.886,1,1,0.186233203981496,2.62615261745037
0.887,1,1,0.186233203981496,2.62615261745037
0.888,1,1,0.186233203981496,2.62615261745037
0.889,1,1,0.186233203981496,2.62615261745037
0.89,1,1,0.186233203981496,2.62615261745037
0.891,1,1,0.186233203981496,2.62615261745037
0.892,1,1,0.186233203981496,2.62615261745037
0.893,1,1,0.186233203981496,2.62615261745037
0.894,1,1,0.186233203981496,2.62615261745037
0.895,1,1,0.186233203981496,2.62615261745037
0.896,1,1,0.186233203981496,2.62615261745037
0.897,1,1,0.186233203981496,2.62615261745037
0.898,1,1,0.186233203981496,2.62615261745037
0.899,1,1,0.186233203981496,2.62615261745037
0.9,1,1,0.186233203981496,2.62615261745037
0.901,1,1,0.186233203981496,2.62615261745037
0.902,1,1,0.186233203981496,2.62615261745037
0.903,1,1,0.186233203981496,2.62615261745037
0.904,1,1,0.186233203981496,2.62615261745037
0.905,1,1,0.186233203981496,2.62615261745037
0.906,1,1,0.186233203981496,2.62615261745037
0.907,1,1,0.186233203981496,2.62615261745037
0.908,1,1,0.186233203981496,2.62615261745037
0.909,1,1,0.186233203981496,2.62615261745037
0.91,1,1,0.186233203981496,2.62615261745037
0.911,1,1,0.186233203981496,2.62615261745037
0.912,1,1,0.186233203981496,2.62615261745037
0.913,1,1,0.186233203981496,2.62615261745037
0.914,1,1,0.186233203981496,2.62615261745037
0.915,1,1,0.186233203981496,2.62615261745037
0.916,1,1,0.186233203981496,2.62615261745037
0.917,1,1,0.186233203981496,2.62615261745037
0.918,1,1,0.186233203981496,2.62615261745037
0.919,1,1,0.186233203981496,2.62615261745037
0.92,1,1,0.186233203981496,2.62615261745037
0.921,1,1,0.186233203981496,2.62615261745037
0.922,1,1,0.186233203981496,2.62615261745037
0.923,1,1,0.186233203981496,2.62615261745037
0.924,1,1,0.186233203981496,2.62615261745037
0.925,1,1,0.186233203981496,2.62615261745037
0.926,1,1,0.186233203981496,2.62615261745037
0.927,1,1,0.186233203981496,2.62615261745037
0.928,1,1,0.186233203981496,2.62615261745037
0.929,1,1,0.186233203981496,2.62615261745037
0.93,1,1,0.186233203981496,2.62615261745037
0.931,1,1,0.186233203981496,2.62615261745037
0.932,1,1,0.186233203981496,2.62615261745037
0.933,1,1,0.186233203981496,2.62615261745037
0.934,1,1,0.186233203981496,2.62615261745037
0.935,1,1,0.186233203981496,2.62615261745037
0.936,1,1,0.186233203981496,2.62615261745037
0.937,1,1,0.186233203981496,2.62615261745037
0.938,1,1,0.186233203981496,2.62615261745037
0.939,1,1,0.186233203981496,2.62615261745037
0.94,1,1,0.186233203981496,2.62615261745037
0.941,1,1,0.186233203981496,2.62615261745037
0.942,1,1,0.186233203981496,2.62615261745037
0.943,1,1,0.186233203981496,2.62615261745037
0.944,1,1,0.186233203981496,2.62615261745037
0.945,1,1,0.186233203981496,2.62615261745037
0.946,1,1,0.186233203981496,2.62615261745037
0.947,1,1,0.186233203981496,2.62615261745037
0.948,1,1,0.186233203981496,2.62615261745037
0.949,1,1,0.186233203981496,2.62615261745037
0.95,1,1,0.186233203981496,2.62615261745037
0.951,1,1,0.186233203981496,2.62615261745037
0.952,1,1,0.186233203981496,2.62615261745037
0.953,1,1,0.186233203981496,2.62615261745037
0.954,1,1,0.186233203981496,2.62615261745037
0.955,1,1,0.186233203981496,2.62615261745037
0.956,1,1,0.186233203981496,2.62615261745037
0.957,1,1,0.186233203981496,2.62615261745037
0.958,1,1,0.186233203981496,2.62615261745037
0.959,1,1,0.186233203981496,2.62615261745037
0.96,1,1,0.186233203981496,2.62615261745037
0.961,1,1,0.186233203981496,2.62615261745037
0.962,1,1,0.186233203981496,2.62615261745037
0.963,1,1,0.186233203981496,2.62615261745037
0.964,1,1,0.186233203981496,2.62615261745037
0.965,1,1,0.186233203981496,2.62615261745037
0.966,1,1,0.186233203981496,2.62615261745037
0.967,1,1,0.186233203981496,2.62615261745037
0.968,1,1,0.186233203981496,2.62615261745037
0.969,1,1,0.186233203981496,2.62615261745037
0.97,1,1,0.186233203981496,2.62615261745037
0.971,1,1,0.186233203981496,2.62615261745037
0.972,1,1,0.186233203981496,2.62615261745037
0.973,1,1,0.186233203981496,2.62615261745037
0.974,1,1,0.186233203981496,2.62615261745037
0.975,1,1,0.186233203981496,2.62615261745037
0.976,1,1,0.186233203981496,2.62615261745037
0.977,1,1,0.186233203981496,2.62615261745037
0.978,1,1,0.186233203981496,2.62615261745037
0.979,1,1,0.186233203981496,2.62615261745037
0.98,1,1,0.186233203981496,2.62615261745037
0.981,1,1,0.186233203981496,2.62615261745037
0.982,1,1,0.186233203981496,2.62615261745037
0.983,1,1,0.186233203981496,2.62615261745037
0.984,1,1,0.186233203981496,2.62615261745037
0.985,1,1,0.186233203981496,2.62615261745037
0.986,1,1,0.186233203981496,2.62615261745037
0.987,1,1,0.186233203981496,2.62615261745037
0.988,1,1,0.186233203981496,2.62615261745037
0.989,1,1,0.186233203981496,2.62615261745037
0.99,1,1,0.186233203981496,2.62615261745037
0.991,1,1,0.186233203981496,2.62615261745037
0.992,1,1,0.186233203981496,2.62615261745037
0.993,1,1,0.186233203981496,2.62615261745037
0.994,1,1,0.186233203981496,2.62615261745037
0.995,1,1,0.186233203981496,2.62615261745037
0.996,1,1,0.186233203981496,2.62615261745037
0.997,1,1,0.186233203981496,2.62615261745037
0.998,1,1,0.186233203981496,2.62615261745037
0.999,1,1,0.186233203981496,2.62615261745037
